company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,icp_segments,source
CarelonRx,https://www.linkedin.com/company/carelonrx,carelonrx.com,Hospitals and Health Care,Public Company,1001-5000,806,-,Morristown,New Jersery,US,Sensor Bio - Clinical & Health Systems,Blitz API
Cano Health,https://www.linkedin.com/company/canohealth,canohealth.com,Hospitals and Health Care,Public Company,1001-5000,1159,2009,Miami,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Vibrant Emotional Health,https://www.linkedin.com/company/vibrantforall,vibrant.org,Hospitals and Health Care,Nonprofit,1001-5000,709,1969,New York,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Mercy Medical Center, Baltimore, MD",https://www.linkedin.com/company/mercycareersbaltimore,mdmercy.com,Hospitals and Health Care,Nonprofit,1001-5000,2400,1874,Baltimore,Maryland,US,Sensor Bio - Clinical & Health Systems,Blitz API
Truepill,https://www.linkedin.com/company/truepill,truepill.com,Hospitals and Health Care,Privately Held,501-1000,345,2016,Hayward,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Crossover Health,https://www.linkedin.com/company/crossover-health,crossoverhealth.com,Hospitals and Health Care,Privately Held,1001-5000,974,2010,San Clemente,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Sinai Chicago,https://www.linkedin.com/company/sinaichicago,sinaichicago.org,Hospitals and Health Care,Nonprofit,1001-5000,1879,1919,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems,Blitz API
Overlake Medical Center & Clinics,https://www.linkedin.com/company/overlake-medical-center-and-clinics,overlakehospital.org,Hospitals and Health Care,Nonprofit,1001-5000,2559,1960,Bellevue,Washington,US,Sensor Bio - Clinical & Health Systems,Blitz API
Healthgrades,https://www.linkedin.com/company/healthgrades,healthgrades.com,Hospitals and Health Care,Privately Held,501-1000,519,-,Denver,Colorado,US,Sensor Bio - Clinical & Health Systems,Blitz API
Unimed Maceió,https://www.linkedin.com/company/unimedmaceiooficial,unimed.coop.br,Hospitals and Health Care,Privately Held,501-1000,1104,1978,Maceió,Alabama,US,Sensor Bio - Clinical & Health Systems,Blitz API
Rotech Healthcare,https://www.linkedin.com/company/rotech-healthcare,rotech.com,Hospitals and Health Care,Privately Held,1001-5000,2733,-,Orlando,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
PT Solutions Physical Therapy,https://www.linkedin.com/company/pt-solutions-physical-therapy,ptsolutions.com,Hospitals and Health Care,Privately Held,1001-5000,3291,2003,Atlanta,Georgia,US,Sensor Bio - Clinical & Health Systems,Blitz API
Aspirion,https://www.linkedin.com/company/aspirion-health-resources-llc,aspirion.com,Hospitals and Health Care,Privately Held,1001-5000,704,2006,Columbus,Georgia,US,Sensor Bio - Clinical & Health Systems,Blitz API
Family Health Centers of San Diego,https://www.linkedin.com/company/fhcsd,fhcsd.org,Hospitals and Health Care,Nonprofit,1001-5000,1502,1970,San Diego,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Bamboo Health,https://www.linkedin.com/company/bamboo-hlth,bamboohealth.com,Hospitals and Health Care,Privately Held,501-1000,357,-,Louisville,Kentucky,US,Sensor Bio - Clinical & Health Systems,Blitz API
Svast Healthcare Technologies,https://www.linkedin.com/company/svast-healthcare-technologies,svasthealthtech.com,Hospitals and Health Care,Privately Held,201-500,131,2020,Brentwood,Tennessee,US,Sensor Bio - Clinical & Health Systems,Blitz API
Scottish Rite for Children,https://www.linkedin.com/company/scottish-rite-for-children,scottishriteforchildren.org,Hospitals and Health Care,Nonprofit,1001-5000,1037,1921,Dallas,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
Sunknowledge Services Inc.,https://www.linkedin.com/company/sun-knowledge,sunknowledge.com,Hospitals and Health Care,Privately Held,1001-5000,2499,2006,New York,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
Thirty Madison,https://www.linkedin.com/company/thirty-madison,thirtymadison.com,Hospitals and Health Care,Privately Held,501-1000,250,2017,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
UCare,https://www.linkedin.com/company/ucare,ucare.org,Hospitals and Health Care,Nonprofit,1001-5000,1405,1984,Minneapolis,Minnesota,US,Sensor Bio - Clinical & Health Systems,Blitz API
GBMC HealthCare,https://www.linkedin.com/company/gbmchealthcare,gbmc.org,Hospitals and Health Care,Nonprofit,1001-5000,2646,1965,Baltimore,Maryland,US,Sensor Bio - Clinical & Health Systems,Blitz API
Kennedy Krieger Institute,https://www.linkedin.com/school/kennedy-krieger-institute,kennedykrieger.org,Hospitals and Health Care,Nonprofit,1001-5000,2784,1937,Baltimore,Maryland,US,Sensor Bio - Clinical & Health Systems,Blitz API
Access TeleCare,https://www.linkedin.com/company/access-telecare,accesstelecare.com,Hospitals and Health Care,Privately Held,501-1000,506,2004,Dallas,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
TigerConnect,https://www.linkedin.com/company/tigerconnect,tigerconnect.com,Hospitals and Health Care,Privately Held,201-500,304,2010,El Segundo,California,US,Sensor Bio - Clinical & Health Systems | Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Baptist Health Care,https://www.linkedin.com/company/baptist-health-care,ebaptisthealthcare.org,Hospitals and Health Care,Nonprofit,1001-5000,2400,1951,Pensacola,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Independence Rehab,https://www.linkedin.com/company/independence-rehab,indrehab.com,Hospitals and Health Care,Privately Held,501-1000,167,2000,Provo,Utah,US,Sensor Bio - Clinical & Health Systems,Blitz API
Nsight Global,https://www.linkedin.com/company/nsight-global-incorporated,nsightglobal.com,Hospitals and Health Care,Privately Held,201-500,78,2009,Concord,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Phoenix Center for Rehabilitation and Healthcare,https://www.linkedin.com/company/phoenix-center-for-rehabilitation-and-pediatrics,phoenixcrp.com,Hospitals and Health Care,Privately Held,201-500,70,-,Haskell,New Jersey,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Syracuse Orthopedic Specialists, PC",https://www.linkedin.com/company/syracuse-orthopedic-specialists-pc,sosbones.com,Hospitals and Health Care,Privately Held,501-1000,342,1999,Syracuse,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
Empro Staffing,https://www.linkedin.com/company/empro-staffing,emprostaffing.com,Hospitals and Health Care,Privately Held,1001-5000,126,2009,Brooklyn,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
PRN Ambulance,https://www.linkedin.com/company/prn-ambulance-inc.,prnambulance.com,Hospitals and Health Care,Privately Held,201-500,274,2000,North Hills,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Dignity Health Management Services Organization,https://www.linkedin.com/company/dignity-health-management-services-organization,dignityhealthmso.org,Hospitals and Health Care,Nonprofit,501-1000,152,2017,Bakersfield,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Cameron Health,https://www.linkedin.com/company/cameronhealth,cameronmch.com,Hospitals and Health Care,Nonprofit,501-1000,304,1926,Angola,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
Indiana Spine Group,https://www.linkedin.com/company/indiana-spine-group,indianaspinegroup.com,Hospitals and Health Care,Sole Proprietorship,201-500,159,2002,Carmel,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
Lompoc Valley Medical Center,https://www.linkedin.com/company/lompoc-valley-medical-center,lompocvmc.com,Hospitals and Health Care,Privately Held,501-1000,333,1949,Lompoc,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Birchwood Healthcare Partners,https://www.linkedin.com/company/birchwood-healthcare-partners,birchwoodhcp.com,Hospitals and Health Care,Privately Held,1001-5000,27,2014,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems,Blitz API
North Shore Medical Center,https://www.linkedin.com/company/north-shore-med-center,northshoremedical.com,Hospitals and Health Care,Privately Held,1001-5000,259,-,Miami,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Hill Country Memorial,https://www.linkedin.com/company/hill-country-memorial-hospital,hillcountrymemorial.org,Hospitals and Health Care,Nonprofit,501-1000,294,1971,Fredericksburg,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
LifeHOUSE Properties,https://www.linkedin.com/company/lifehouse-properties,lifehouseproperties.com,Hospitals and Health Care,Privately Held,1001-5000,112,-,Culver City,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Premier Senior Living,https://www.linkedin.com/company/premierseniorliving,premierseniorliving.com,Hospitals and Health Care,Partnership,1001-5000,45,2003,Mount Pleasant,South Carolina,US,Sensor Bio - Clinical & Health Systems,Blitz API
Kendamil North America,https://www.linkedin.com/company/kendamil,kendamil.com,Hospitals and Health Care,Privately Held,201-500,7,-,Boulder,Colorado,US,Sensor Bio - Clinical & Health Systems,Blitz API
Tribeca Pediatrics,https://www.linkedin.com/company/tribeca-pediatrics,tribecapediatrics.com,Hospitals and Health Care,Privately Held,201-500,251,1994,New York,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
Adara Home Health,https://www.linkedin.com/company/adara-home-health,adarahomehealth.com,Hospitals and Health Care,Privately Held,1001-5000,164,1989,Buffalo,Minnesota,US,Sensor Bio - Clinical & Health Systems,Blitz API
Central Washington Hospital and Clinics,https://www.linkedin.com/company/central-washington-hospital,confluencehealth.org,Hospitals and Health Care,Nonprofit,1001-5000,315,1974,Wenatchee,Washington,US,Sensor Bio - Clinical & Health Systems,Blitz API
AICA Orthopedics,https://www.linkedin.com/company/aicaortho&spine,aicaorthopedics.com,Hospitals and Health Care,Partnership,201-500,158,2003,Marietta,Georgia,US,Sensor Bio - Clinical & Health Systems,Blitz API
Cambridge Health Group,https://www.linkedin.com/company/cambridge-health-group,cambridge-health.com,Hospitals and Health Care,Privately Held,1001-5000,14,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
PPE Buyer And Supplier Community,https://www.linkedin.com/company/ppe-buyer-and-supplier-community,bit.ly,Hospitals and Health Care,Self-Employed,201-500,7,2020,Califonia,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Miller's Health Systems,https://www.linkedin.com/company/miller's-health-systems,millersmerrymanor.com,Hospitals and Health Care,Privately Held,1001-5000,258,1964,Warsaw,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
Vincentian,https://www.linkedin.com/company/vincentian-collaborative-system,vcs.org,Hospitals and Health Care,Nonprofit,501-1000,258,1924,Pittsburgh,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
Vis-À-Vis Health,https://www.linkedin.com/company/vis-a-vis-health,visavishealth.com,Hospitals and Health Care,Privately Held,201-500,38,-,Brooklyn,New York,US,Sensor Bio - Clinical & Health Systems | Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Owensboro Health,https://www.linkedin.com/company/owensboro-health,owensborohealth.org,Hospitals and Health Care,Nonprofit,1001-5000,2467,-,Owensboro,Kentucky,US,Sensor Bio - Clinical & Health Systems,Blitz API
Stormont Vail Health,https://www.linkedin.com/company/stormont-vail-healthcare,stormontvail.org,Hospitals and Health Care,Nonprofit,1001-5000,2753,1884,Topeka,Kansas,US,Sensor Bio - Clinical & Health Systems,Blitz API
Amphibious Medics,https://www.linkedin.com/company/amphibious-medics,amphibiousmedics.com,Hospitals and Health Care,Privately Held,201-500,446,2001,Orlando,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Methodist Hospitals,https://www.linkedin.com/company/methodist-hospitals,methodisthospitals.org,Hospitals and Health Care,Nonprofit,1001-5000,2507,1923,Gary,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
Saint Barnabas Medical Center,https://www.linkedin.com/company/saintbarnabasnj,rwjbh.org,Hospitals and Health Care,Nonprofit,1001-5000,1086,1865,Livingston,New Jersey,US,Sensor Bio - Clinical & Health Systems,Blitz API
WellStar Atlanta Medical Center,https://www.linkedin.com/company/atlantamedicalcenter,wellstar.org,Hospitals and Health Care,Public Company,1001-5000,937,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Jefferson Health - Northeast,https://www.linkedin.com/company/aria-health,jeffersonhealth.org,Hospitals and Health Care,Self-Owned,1001-5000,1493,-,Philadelphia,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
RMA of New York,https://www.linkedin.com/company/reproductive-medicine-associates-of-new-york,rmany.com,Hospitals and Health Care,Partnership,201-500,260,2001,New York,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
Dallas Medical Center,https://www.linkedin.com/company/dallas-medical-center,dallasmedcenter.com,Hospitals and Health Care,Privately Held,501-1000,255,-,Dallas,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
MedQuest Imaging,https://www.linkedin.com/company/medquest-associates,mqimaging.com,Hospitals and Health Care,Privately Held,1001-5000,507,1996,Alpharetta,Georgia,US,Sensor Bio - Clinical & Health Systems,Blitz API
Nobility RCM,https://www.linkedin.com/company/nobilityrcm,nobilityrcm.com,Hospitals and Health Care,Privately Held,201-500,99,2014,Scottsdale,Arizona,US,Sensor Bio - Clinical & Health Systems,Blitz API
Robert Wood Johnson University Hospital Hamilton,https://www.linkedin.com/company/rwjuh-hamilton,linktr.ee,Hospitals and Health Care,Nonprofit,1001-5000,487,1971,Hamilton,New Jersey,US,Sensor Bio - Clinical & Health Systems,Blitz API
Berkshire Health Systems,https://www.linkedin.com/company/berkshire-health-systems,berkshirehealthsystems.org,Hospitals and Health Care,Nonprofit,1001-5000,1865,-,Pittsfield,Massachusetts,US,Sensor Bio - Clinical & Health Systems,Blitz API
Erie Family Health Centers,https://www.linkedin.com/company/erie-family-health-centers,eriefamilyhealth.org,Hospitals and Health Care,Nonprofit,501-1000,624,-,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems,Blitz API
HCA HealthONE Swedish,https://www.linkedin.com/company/swedishmedicalcenter-,healthonecares.com,Hospitals and Health Care,Public Company,1001-5000,1753,-,Englewood,Colorado,US,Sensor Bio - Clinical & Health Systems,Blitz API
Freeman Health System,https://www.linkedin.com/company/freeman-health-system,freemanhealth.com,Hospitals and Health Care,Nonprofit,1001-5000,2323,1925,Joplin,Missouri,US,Sensor Bio - Clinical & Health Systems,Blitz API
Revecore,https://www.linkedin.com/company/revecore,revecore.com,Hospitals and Health Care,Privately Held,1001-5000,703,-,Franklin,Tennessee,US,Sensor Bio - Clinical & Health Systems,Blitz API
HSHS St. John's Hospital,https://www.linkedin.com/company/st--john's-hospital,hshs.org,Hospitals and Health Care,Nonprofit,1001-5000,2563,1875,Springfield,Illinois,US,Sensor Bio - Clinical & Health Systems,Blitz API
Medxcel,https://www.linkedin.com/company/medxcel,medxcel.com,Hospitals and Health Care,Privately Held,1001-5000,922,-,Indianapolis,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
Brickyard Healthcare,https://www.linkedin.com/company/brickyard-healthcare,brickyardhc.com,Hospitals and Health Care,Privately Held,1001-5000,574,-,Indianapolis,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
CRH Anesthesia,https://www.linkedin.com/company/crh-anesthesia,crhanesthesia.com,Hospitals and Health Care,Public Company,201-500,98,2014,Atlanta,Georgia,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Keystone Perfusion Services, P.C.",https://www.linkedin.com/company/keystone-perfusion-services-l-l-c,keystoneperfusion.com,Hospitals and Health Care,Privately Held,201-500,128,2013,Mount Pleasant,South Carolina,US,Sensor Bio - Clinical & Health Systems,Blitz API
Thrive Senior Living,https://www.linkedin.com/company/thrive-senior-living,thrivesl.com,Hospitals and Health Care,Privately Held,1001-5000,137,2009,Atlanta,Georgia,US,Sensor Bio - Clinical & Health Systems,Blitz API
Vera Whole Health,https://www.linkedin.com/company/verawholehealth,verawholehealth.com,Hospitals and Health Care,Privately Held,201-500,222,-,Sandy,Utah,US,Sensor Bio - Clinical & Health Systems,Blitz API
Access Community Health Network,https://www.linkedin.com/company/access-community-health-network,achn.net,Hospitals and Health Care,Nonprofit,1001-5000,935,1993,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems,Blitz API
